date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,lineray1,linefox,linedunk,linedok
12/21/2007,Seattle,123,Toronto,115,-4.5,-5.25,-7.16,-6.64,-7.71,-5,-4.52,-2.9,-5.4,-5.95,-7,-6.98,-4.8
12/21/2007,Washington,92,Atlanta,97,4.5,5.37,4.79,3.64,5.96,5,2.61,7.6,3.4,6.52,5,8.09,5.36
12/22/2007,Chicago,98,Houston,116,-1,0.98,-1.92,-0.99,-2.89,-1,-1.58,4.5,-1.2,1.38,3,5.83,-2.94
12/22/2007,Indiana,93,Washington,85,6,2.65,2.34,3.19,1.48,6,3.75,4.6,1.2,1.99,3,2.76,4.07
12/22/2007,Memphis,97,Philadelphia,99,4,2.21,2.58,1.97,3.06,4.5,0.64,4.8,2,0.55,2,2.12,4.34
12/22/2007,Miami,104,Utah,102,0,-2.93,-5.29,-5.82,-5.5,1,-4.24,-0.4,-3.9,-5.05,-4,0.69,-0.12
12/22/2007,Milwaukee,103,Charlotte,99,6.5,3.77,3.59,4.07,2.98,6.5,3,6,2.8,3.23,3,7.2,3.75
12/22/2007,New Jersey,100,Golden State,95,-2,-3.6,-4.27,-3.25,-5.5,-2,-1.66,-0.4,-3.6,-7.64,-6,-6.47,-3.03
12/22/2007,New orleans,110,Minnesota,76,12,10.73,13.81,17.28,11.62,11,9.75,11.2,8.7,8.07,9,9.16,12.3
12/22/2007,Phoenix,122,Toronto,103,10,5.8,5.95,7.07,4.87,10,4.05,8.8,3.8,3.72,7,3.03,7.93
12/22/2007,San Antonio,99,LA Clippers,90,15,12.91,14.89,14.09,15.83,15,9.17,14.4,10.1,16.17,10,13.68,13.75
12/23/2007,Boston,103,Orlando,91,9.5,9.9,9.41,9.53,9.28,9,6.96,11.4,8,10.15,15,17.71,11.18
12/23/2007,Cleveland,96,Golden State,105,3,-1.04,-0.97,-0.19,-1.78,-1,-0.56,1.3,-1.4,-9.29,-6,-1.68,2.37
12/23/2007,Detroit,94,Houston,82,7.5,9.29,8.5,8.47,8.61,7.5,6.6,8.7,5.9,8.39,11,16.36,12.5
12/23/2007,New York,90,LA Lakers,95,-5.5,-7.38,-8.84,-7.91,-9.88,-4.5,-4.67,-4.5,-6.6,-11.53,-11,-11.93,-7.31
12/23/2007,Sacramento,105,Denver,106,2.5,0.35,-0.3,0.44,-1.07,3,-1.8,3,0.1,-1.15,2,4.21,0.33
12/25/2007,Cleveland,96,Miami,82,4.5,3.24,5.22,7.19,3.5,4.5,3.06,5,2.8,0.37,0.01,-0.2,1.78
12/25/2007,LA Lakers,122,Phoenix,115,-2,2.16,2.06,1.24,2.89,-2.5,2.99,3,1.7,4.25,2,5.81,2.43
12/25/2007,Portland,89,Seattle,79,7.5,8.04,10.23,11.59,8.95,7.5,7.04,9.4,6.7,5.17,10,14.68,5.3
12/26/2007,Atlanta,107,Indiana,95,2.5,2.44,2.67,3.11,2.22,2,2.72,3.9,2,0.83,3,1.44,2.15
12/26/2007,Charlotte,104,Washington,108,4.5,-1.71,-1.41,-0.26,-2.6,4.5,0.44,0.9,-1.5,-6.3,-4,-5.45,0.22
12/26/2007,Denver,125,Milwaukee,105,8,9.55,8.12,7.04,9.46,8,8.61,10.1,5.8,13.91,10,10.92,8.17
12/26/2007,Golden State,105,Minnesota,101,12.5,12.82,14.63,16.51,13.6,12.5,8.36,14.6,9.9,15.2,15,11.24,11.37
12/26/2007,Memphis,98,New orleans,116,-2.5,-1.79,-3.76,-5.79,-2.04,-2.5,-2.66,0.5,-1.4,2.56,-1,-4.63,-1.16
12/26/2007,New Jersey,83,Detroit,101,-5.5,-7.88,-8.06,-6.49,-9.94,-6,-7.13,-4.4,-6.4,-8.48,-11,-13.76,-8.34
12/26/2007,Orlando,110,New York,96,10.5,11.59,15.27,14.9,15.66,10.5,9.33,12.7,10.1,17.03,11,9.08,9.96
12/26/2007,Philadelphia,96,Miami,85,3,5.53,4.95,5.93,4.22,3,6.55,4,3.6,7.54,5,10.81,7.68
12/26/2007,Sacramento,69,Boston,89,-7.5,-7.75,-11.05,-10.68,-11.44,-7,-5.6,-4.4,-7.8,-9.43,-10,-11.27,-10.36
12/26/2007,San Antonio,94,Chicago,79,9.5,10.86,13.48,13.02,13.98,9.5,10.7,10.3,9.2,10.79,8,13.97,11.6
12/26/2007,Utah,99,Dallas,90,3,1.99,0.91,-1.13,3.15,3,2.27,3.6,1.4,5.2,6,-2.86,0.7
12/27/2007,Dallas,81,Cleveland,88,7,8.12,9.17,9.12,9.28,6.5,9.67,11.3,6.9,11.87,9,6.74,4.81
12/27/2007,LA Clippers,88,Phoenix,108,-8,-5.15,-7.47,-7.17,-7.85,-8,-2.05,-4.3,-5.2,-5.91,-8,-2.78,-5.33
12/27/2007,Seattle,96,Boston,104,-10,-11.46,-15.69,-15.39,-16.02,-8.5,-8.9,-9,-11.9,-17.48,-16,-12.53,-11.24
12/28/2007,Charlotte,85,New orleans,99,-3.5,-3.64,-5.16,-5.24,-5.11,-3.5,-3.24,-1,-3.3,-2.04,-6,-6.62,-2.4
12/28/2007,Chicago,103,Milwaukee,99,6,5.59,2.42,1.69,3.4,6,2.97,9.1,2.1,8.38,8,4.77,1.9
12/28/2007,Detroit,114,Indiana,101,9,11.93,11.04,10.23,11.98,9,9.09,12.9,8.2,10.02,15,14.57,12.36
12/28/2007,Golden State,120,Denver,124,4.5,3.38,3.43,3.64,3.22,4,0.07,5.8,2.4,4.68,4,2.85,4.75
12/28/2007,LA Lakers,123,Utah,109,4.5,4.86,5.01,5.97,3.81,4,3.46,5.6,3.3,7.07,5,10.28,7.06
12/28/2007,Memphis,83,Houston,103,-1,-2.47,-2.65,-3.48,-2.06,-1,-2.34,-2.3,-1.6,0.8,-3,-4.49,-0.73
12/28/2007,Miami,114,Orlando,121,-4,-2.99,-7.06,-8.16,-6.26,-2.5,-3.84,0.6,-4.3,-1.75,-1,-5.56,-2.78
12/28/2007,New Jersey,109,Washington,106,4,-0.64,-1.02,0.56,-2.85,4,-0.74,2.3,-1.4,-5.48,-2,-2.93,-0.45
12/28/2007,Phoenix,94,LA Clippers,88,13,12.63,14.09,13.56,14.73,13.5,8.9,15.1,10,11.91,16,14.62,12.63
12/28/2007,Portland,109,Minnesota,98,8.5,10.98,12.29,16.06,9.58,10,7.64,10.8,8,14.17,12,16.85,8.37
12/28/2007,Sacramento,80,Philadelphia,92,4,3.03,3.13,3.82,2.44,3.5,1.12,6.6,2.6,4.33,3,0.37,2.88
12/28/2007,San Antonio,73,Toronto,83,7,7.52,7.59,8.1,7.06,7.5,6.4,9.3,5.3,3.85,6,9.61,8.76
12/29/2007,Dallas,97,Atlanta,84,8.5,5.99,6.53,6.15,6.91,8.5,5.32,10.3,4.4,5.97,2,-1.55,6.55
12/29/2007,Houston,91,Toronto,79,3,2.89,2.36,2.1,2.65,2.5,3.61,5.7,1.6,-1.01,4,1.44,3.71
12/29/2007,Indiana,92,Detroit,98,-4.5,-5.35,-5.41,-4.65,-6.29,-4.5,-3.52,-2.9,-4.3,-4.02,-9,-8.09,-1.81
12/29/2007,Milwaukee,95,New Jersey,97,3,1.64,2.19,2.12,2.26,.,3.63,4.3,2.2,2.91,0.01,-1.02,3.43
12/29/2007,New orleans,86,Cleveland,76,5,5.72,7.6,7.32,7.93,4,9.14,7.3,5.4,7.35,10,2.56,3.25
12/29/2007,Orlando,104,Charlotte,95,9,9.94,13.06,12.55,13.61,9.5,8.95,12.5,8.8,10.43,11,4.7,9.57
12/29/2007,Seattle,109,Minnesota,90,6,5.69,5.08,7.22,3.92,6,3.51,6.4,3.2,3.31,6,9.35,6.31
12/29/2007,Utah,98,Boston,104,-5.5,-4.45,-6.63,-7.95,-5.12,-2.5,-1.09,-0.7,-5.1,-8.71,-6,-10.45,-9.79
12/29/2007,Washington,96,Miami,74,8.5,6.86,7.67,8.58,7.07,8,6.67,7.3,5.5,9.21,7,7.39,9.79
12/30/2007,Denver,95,Golden State,105,4,4.08,3.42,3.44,3.4,4,6.04,5.2,2.2,1.32,4,5.52,6.09
12/30/2007,LA Lakers,91,Boston,110,3,-1.73,-3.91,-4.52,-3.25,2,0.08,0.1,-3.3,-4.64,-2,-1.88,-2.39
12/30/2007,New York,83,Chicago,100,-2.5,-0.89,-0.18,-0.82,0.58,-2.5,1.86,-0.8,-0.5,-4.38,-2,1.95,0.43
12/30/2007,Portland,97,Philadelphia,72,5.5,5.24,5.62,7.41,3.91,7,2.8,6.3,3.5,7.66,5,10.37,3.37
12/30/2007,Sacramento,102,Phoenix,117,-9,-3.93,-5.22,-5.13,-5.34,-8,-3.27,-3.2,-3.4,-0.33,-7,-2.74,-3.2
12/30/2007,San Antonio,111,Memphis,87,8.5,12.47,12.93,13.92,12.17,11.5,11.2,14.7,8.8,10.06,11,14.75,10.89
12/31/2007,Charlotte,107,Indiana,103,1.5,-1.43,-1.62,-1.43,-1.83,0,-0.58,1,-1.2,-5.29,-4,-3.88,-1.04
12/31/2007,Chicago,110,Orlando,112,-2.5,-0.93,-5.57,-4.79,-6.43,-2.5,-2.34,3.3,-3.3,1.27,1,-2.03,-3.98
12/31/2007,Detroit,114,Milwaukee,69,11.5,16.26,15.29,13.88,16.95,11.5,13.09,16.1,11,17.99,22,22.64,13.64
12/31/2007,Houston,95,Golden State,112,3.5,4.07,2.57,1.86,3.31,3,5.22,5.6,1.9,-0.47,5,9.06,5.14
12/31/2007,LA Clippers,91,Minnesota,82,5.5,7.08,6.59,8.98,4.97,7,6.61,8.1,4.4,5.26,8,7.72,6.61
12/31/2007,New orleans,92,Toronto,97,5.5,3.91,4.61,5.3,3.93,6,4.92,4.3,2.4,-2.01,5,8.18,5.2
12/31/2007,Seattle,90,Philadelphia,98,-1,0.87,-0.89,-0.98,-0.82,-1.5,-0.67,2.7,-0.8,-3.2,2,5.07,2
12/31/2007,Utah,111,Portland,101,8,4.53,4.19,1.47,7.03,7,5.53,8.2,3.6,0.91,3,-3.99,8.61
1/2/2008,Boston,97,Houston,93,11,11.7,13.92,14.77,13.08,11,8.25,12.3,10.6,16.39,14,16.37,14.84
1/2/2008,Charlotte,97,Chicago,109,-1,-0.11,1.6,1.47,1.74,1,2.35,-0.2,0.5,-2.7,-2,1.55,2.5
1/2/2008,Cleveland,98,Atlanta,94,5,1.98,1.74,1.73,1.73,5,-0.37,5.8,0.7,-2.9,-1,-2.6,2.36
1/2/2008,Dallas,121,Golden State,99,5.5,3.6,3.75,3.88,3.62,5.5,5.26,5,2.2,3.05,0.01,1.85,4.81
1/2/2008,Indiana,72,Memphis,90,6,6.73,6.76,7.77,5.94,7,7.01,9,4.3,7.45,7,10.02,5.85
1/2/2008,LA Clippers,81,New orleans,95,-4.5,-2.62,-5.62,-5.42,-5.86,-4.5,-2.23,0.2,-3.4,-1.14,-3,-5.23,-3.09
1/2/2008,Miami,98,Milwaukee,103,2.5,4.34,2.18,-0.2,4.64,3,2.14,6.7,1.5,5.36,8,3.31,3.18
1/2/2008,Minnesota,79,Portland,90,-5,-6.03,-7.48,-10.85,-5.06,-5.5,-3.02,-1.6,-4.9,-8.17,-8,-13.89,-4.52
1/2/2008,New York,97,Sacramento,107,3.5,-1.02,-1.35,-1.53,-1.17,2.5,1.02,1.5,-1.7,-5.16,-2,-3.13,-0.54
1/2/2008,Orlando,95,New Jersey,96,6,8.18,10.84,9.67,12.27,6,9.5,10.3,7.9,10.02,8,4.37,7.64
1/2/2008,Utah,110,Philadelphia,107,9,7.17,7.49,6.35,8.81,8.5,6.46,10,5.7,5.57,9,1.79,8.03
1/2/2008,Washington,93,Detroit,106,-5,-5.94,-5.35,-5.37,-5.46,-5,-4.29,-2.7,-3.8,-3.42,-9,-12.22,-6.65
1/3/2008,Chicago,109,Portland,115,4,1.17,-1.48,-2.17,-0.87,3,0.48,5.7,-0.7,-1.11,0.01,-2.22,0.76
1/3/2008,Denver,80,San Antonio,77,1.5,-0.44,-1.33,-0.96,-1.75,1.5,0.93,1.4,-1.2,-0.07,0.01,0.86,-0.52
1/3/2008,Phoenix,104,Seattle,96,14.5,13.03,14.38,14.71,14.08,14,11.41,16.6,10.2,13.86,16,10.06,11.99
1/4/2008,Boston,100,Memphis,96,13,16.41,19.23,20.62,18.04,13,14.16,18.6,13.9,18.59,19,20.53,15.75
1/4/2008,Cleveland,97,Sacramento,93,7.5,3.64,4.34,4.7,3.97,8,2.78,6,1.9,-2.79,2,3.54,2.43
1/4/2008,Dallas,94,Miami,89,14,11.79,12.87,14.16,11.82,13.5,11.89,12.8,9,9.88,12,17.73,10.19
1/4/2008,Golden State,104,New orleans,116,3,2.88,1.69,1.73,1.65,3.5,0.09,6.8,1.8,7.47,2,-0.87,2.98
1/4/2008,Indiana,113,Atlanta,91,2.5,1.74,1.59,1.03,2.15,2.5,2.13,4.6,0.9,4.7,-1,-2.61,2.48
1/4/2008,LA Lakers,124,Philadelphia,93,7.5,8.21,9.4,9.3,9.53,7.5,7.12,10.4,6.7,9.64,11,6.41,7.89
1/4/2008,Milwaukee,77,Washington,101,-1,-2.41,-1.37,0.47,-3.53,1.5,-0.54,1.1,-1.2,-5.57,-7,-8.33,0.31
1/4/2008,Minnesota,107,Denver,118,-5.5,-6.59,-9.26,-11.28,-8.07,-6.5,-6.15,-3.4,-6.2,-6.19,-7,-4.32,-6.37
1/4/2008,New Jersey,102,Charlotte,96,5,5.46,5.6,6.75,4.25,6.5,2.92,8.2,3.3,3.41,7,8,2.63
1/4/2008,Orlando,94,Houston,96,4.5,2.73,5,5.87,4.06,4.5,3.08,4.4,2.9,4.39,-1,-0.82,4.8
1/4/2008,San Antonio,97,New York,93,12,14.75,15.9,15.09,16.81,12.5,12.76,16.6,11.7,15.58,17,13.65,13.13
1/4/2008,Toronto,85,Detroit,101,-4,-3.92,-3.42,-3.01,-4.01,-4,-2.58,-0.3,-2.6,-2.26,-8,-12.11,-1.85
1/5/2008,Atlanta,107,New Jersey,113,4,4.54,3.78,2.68,5.1,4,6.16,5.1,3.4,9.18,5,5.92,5.93
1/5/2008,Chicago,94,Sacramento,93,8,4.51,2.18,2.36,1.98,7,3.24,7,1.3,2.22,5,5.86,5.41
1/5/2008,Detroit,85,Boston,92,2,3.22,-0.73,-2.1,0.76,2.5,3.27,4.5,-0.9,-1.12,6,7.07,1.75
1/5/2008,Houston,103,New York,91,9,12.15,12.58,11.82,13.38,9.5,10.21,14.2,8.9,10.72,15,17.3,10.47
1/5/2008,Phoenix,113,New orleans,118,8,5.71,3.74,3.83,3.66,7.5,3.29,8.6,3,7.77,6,3.97,8.18
1/5/2008,Portland,103,Utah,89,2,2.01,1.31,3.55,-0.98,3.5,0.28,2.8,0.3,5.09,1,9.74,3.26
1/6/2008,Charlotte,89,Milwaukee,93,.,3.72,1.97,1.06,3.25,.,3.6,4.9,1.1,2.68,5,8.72,2.58
1/6/2008,Denver,109,Philadelphia,96,8.5,7.01,7.04,7.15,6.94,9,7.07,8.9,4.7,5.68,8,5.35,7.61
1/6/2008,LA Clippers,82,San Antonio,88,.,-5.89,-8.21,-7.16,-9.38,-7,-3.92,-3.9,-6.1,-7,-5,-2.94,-7.61
1/6/2008,LA Lakers,112,Indiana,96,8.5,9.22,8.81,8.43,9.26,8.5,7.37,10.8,6.6,6.5,13,15.65,8.09
1/6/2008,Memphis,101,Miami,94,.,4.38,4.62,4.88,4.52,.,4.44,4.7,3.8,4.16,5,10.54,4.16
1/6/2008,Minnesota,78,Dallas,101,-8.5,-9.07,-11.32,-13.34,-10.04,-9,-7,-6.2,-7.7,-7.92,-8,-11.95,-8.78
1/6/2008,Toronto,90,Cleveland,93,4,5.95,5.67,4.5,6.87,3.5,7.03,8.2,4.7,12.36,8,5.86,3.96
1/6/2008,Washington,108,Seattle,86,8,8.89,8.89,8.57,9.23,8.5,7.58,10.9,6.5,12.94,9,10.56,10.97
1/7/2008,Golden State,130,San Antonio,121,3,1.08,-0.66,-0.21,-1.13,2,-1.34,2.7,-0.6,1.61,1,9.9,2.61
1/7/2008,Phoenix,137,Denver,115,7.5,5.87,4.42,4.33,4.49,7,3.51,8.7,3.2,4.98,8,6.28,9.15
1/8/2008,Charlotte,115,New Jersey,99,-1.5,-0.62,-1.45,-2.83,0.09,-1.5,2.28,1,-0.5,2.59,-3,-3.8,0.11
1/8/2008,Chicago,100,New York,105,6.5,8.63,6.95,7.62,6.21,7,5.64,11.2,5.2,10.38,11,10.05,7.84
1/8/2008,Cleveland,95,Seattle,79,9,6.6,8.44,9.69,7.17,9,5.5,10.1,5.3,4.74,5,2.73,4.2
1/8/2008,Memphis,101,LA Lakers,117,-6,-5.29,-6.46,-6.77,-6.32,-5,-4.86,-2.8,-4.5,-4.95,-8,-11.54,-2.69
1/8/2008,Minnesota,101,Miami,91,0,-0.84,-1.48,-1.59,-1.6,-1.5,1.53,0.9,-1,-1.04,-2,2.03,-1.31
1/8/2008,Philadelphia,83,Milwaukee,87,5.5,6.38,4.75,3.36,6.54,6,6.02,7.3,3.6,7.83,8,10.23,5.21
1/8/2008,Sacramento,104,Orlando,100,-5.5,-0.89,-4.33,-4.01,-4.65,-5,-1.97,1.5,-2.4,2.05,1,2.79,-3.44
1/8/2008,Utah,111,Indiana,89,7.5,7.05,6.22,5.46,7.04,8.5,6.08,9.3,4.9,2.43,8,7.77,7.14
1/8/2008,Washington,84,Houston,92,2.5,1.4,0.66,0.52,0.79,2,1.17,3.3,0.6,5.85,3,1.24,0.63
1/9/2008,Atlanta,90,Cleveland,81,2.5,2.26,1.39,0.86,1.92,2.5,4.38,2.5,1.4,8.9,2,6.02,2.98
1/9/2008,Boston,83,Charlotte,95,.,18.42,20.5,21.08,20.15,.,14.05,19.9,15.3,22.43,22,26.46,18.73
1/9/2008,Dallas,102,Detroit,86,2.5,-1.72,-1.45,-0.58,-2.56,2.5,-0.21,1.4,-1.6,-2.75,-7,-5.11,-0.74
1/9/2008,LA Clippers,106,Orlando,113,-4,-2.28,-6.43,-5.71,-7.21,-3.5,-1.27,-0.9,-4.4,-3.53,-1,1.33,-3.16
1/9/2008,Milwaukee,98,Miami,92,.,3.19,5.02,8.06,2.08,.,4.4,4.6,3.2,0.64,1,6.64,4.1
1/9/2008,New Jersey,99,Seattle,88,.,5.96,7.18,8.9,5.22,.,4.57,8.5,4.1,4.46,4,8.2,5.38
1/9/2008,New York,92,Houston,101,-5,-5.87,-7.18,-6.43,-7.99,-4.5,-4.48,-3.8,-5.4,-4.72,-9,-10.87,-2.54
1/9/2008,New orleans,80,LA Lakers,109,.,2.01,1.24,2.08,0.3,.,2.13,3.7,0.1,-3.75,-1,6.69,4.95
1/9/2008,Phoenix,129,Indiana,122,11,10.61,9.4,9.34,9.45,10,8.43,12.8,7,4.52,13,16.69,10.7
1/9/2008,Portland,109,Golden State,91,.,2.63,1.68,2.76,0.7,.,3.12,3.2,0.9,3.3,4,8.35,3.04
1/9/2008,Toronto,109,Philadelphia,96,9,7.76,6.87,6.69,7.06,8.5,5.66,9.7,4.8,7.9,8,13.3,7.45
1/10/2008,Sacramento,116,Memphis,113,3.5,4.54,3.91,5.05,2.86,4,4.12,7.2,2.7,5.64,4,5.16,3.18
1/10/2008,San Antonio,80,Detroit,90,3.5,0.01,-0.28,0.22,-0.99,3,0.4,2,-1,-1.41,-6,-0.62,2.25
1/10/2008,Utah,108,Phoenix,86,6,1.52,0.13,-1,1.36,3,1.64,2.2,0.1,0.91,0.01,5.83,2.96
1/11/2008,Atlanta,98,Washington,102,2.5,0.89,1.47,2.7,0.23,3.5,2.13,2,0.2,0.7,-1,-1.47,2.93
1/11/2008,Cleveland,113,Charlotte,106,7.5,6.29,6.68,7.2,6.17,8,3.73,8.8,4.8,3.69,4,7.82,3.3
1/11/2008,Denver,113,Orlando,103,5,3.49,1.35,1.73,0.97,4.5,3.75,4.6,1.1,3.4,4,8.44,1.08
1/11/2008,Golden State,116,Memphis,104,9.5,8.84,8.95,10.33,7.72,9,6.82,11.1,6,8.67,8,11.73,7.49
1/11/2008,Houston,113,Minnesota,82,10.5,13.74,15.1,16.07,14.73,11.5,12,15.9,10.1,10.4,16,17.38,11.36
1/11/2008,LA Lakers,110,Milwaukee,105,13,13.55,12.62,10.55,15.17,11,12.2,14.6,9.2,14.47,22,19.5,10.97
1/11/2008,New Jersey,77,Boston,86,-7.5,-8.01,-11.15,-9.79,-12.74,-6,-7.47,-5.6,-10.5,-16.02,-10,-6.12,-8.93
1/11/2008,New York,90,Toronto,99,-5,-4.63,-6.41,-6.12,-6.7,-4.5,-3.36,-2.3,-4.9,-8.73,-5,-3.46,-4.34
1/11/2008,New orleans,114,Miami,88,11.5,10.81,13.14,15.18,11.65,11,11.98,10.9,9.1,5.36,12,19.15,9.87
1/11/2008,Philadelphia,97,Chicago,100,2,1.88,3.33,2.72,4,3.5,3.85,2.7,2.4,2.45,0.01,0.84,4.64
1/11/2008,Seattle,70,Dallas,90,-8.5,-7.88,-9.41,-9.69,-9.13,-8,-7.26,-5.4,-6.3,-7.61,-9,-12.72,-6.67
1/12/2008,Charlotte,100,Detroit,103,-10,-10.32,-10.58,-9.55,-11.82,-8,-7.24,-7.4,-9.2,-12.31,-12,-15.27,-10.44
1/12/2008,LA Clippers,94,Dallas,95,-7.5,-5.57,-8.28,-7.99,-8.6,-6.5,-4.35,-4.7,-5.5,-5.66,-8,-4.87,-3.5
1/12/2008,Phoenix,122,Milwaukee,114,13,12.72,11.02,9.94,12.36,13.5,10.74,14,8.2,12.49,15,18.52,11.34
1/12/2008,Sacramento,105,Indiana,111,2.5,2.97,1.81,2.29,1.29,2.5,1.73,5.2,1.7,1.19,3,5.82,2
1/12/2008,San Antonio,105,Minnesota,88,15.5,16.28,17.22,18.16,16.7,15.5,13.8,16.8,12,15.26,15,18.41,17.57
1/12/2008,Utah,119,Orlando,115,7,5.81,2.45,1.61,3.42,6.5,4.81,6.6,2.4,3.29,10,15.51,3.28
1/12/2008,Washington,85,Boston,78,-7,-4.6,-8.84,-9.89,-7.83,-7,-3.51,-3,-7.5,-7.54,-4,-0.07,-6.1
1/13/2008,Atlanta,105,Chicago,84,3.5,2.78,4.44,4.16,4.77,3.5,4.99,2.7,2.7,3.89,3,3.14,5.69
1/13/2008,Golden State,106,Indiana,101,9.5,7.04,6.3,6.63,5.98,8,4.37,8.7,5,4.22,6,12.58,6.34
1/13/2008,Houston,82,New orleans,87,0,3.25,1.51,0.68,2.4,2,2.41,6.3,0.9,4,4,2.22,3.39
1/13/2008,LA Lakers,100,Memphis,99,11.5,12.51,12.95,13.47,12.61,12.5,12.11,14.1,8.6,10.95,17,18.82,11.04
1/13/2008,New York,89,Detroit,65,-8,-10.87,-13.01,-12.45,-13.72,-7,-8.86,-8.8,-10.2,-13.99,-15,-9.45,-9.31
1/13/2008,Toronto,116,Portland,109,4.5,2.5,2.32,0.79,3.74,4.5,3.29,5.7,1.9,3.24,-1,-4.48,3.81
1/14/2008,Boston,83,Washington,88,11.5,9.85,12.64,13.2,12.07,12.5,8.73,12,9.8,13.54,8,4.47,14.13
1/14/2008,Charlotte,119,Denver,116,-4.5,-2.82,-4.68,-4.91,-4.47,-4.5,-3.1,-0.6,-4,-4.83,0.01,0.13,-2.29
1/14/2008,New Jersey,73,Portland,99,5,-0.85,-1.33,-1.03,-1.91,5,-1.6,1.7,-1.9,-6.4,-4,-2.22,1.2
1/14/2008,Sacramento,122,Dallas,120,-6,-4.16,-5.29,-5.19,-5.42,-5,-4.36,-2.5,-2.9,-0.08,-6,-6.82,-2.96
1/14/2008,San Antonio,89,Philadelphia,82,11,10.32,10.51,10.3,10.73,12,9.11,12.4,7.1,8.75,10,9.19,10.74
1/14/2008,Seattle,121,LA Lakers,123,-5,-7.98,-10.57,-10.31,-10.84,-8,-7.87,-6,-7.4,-9.84,-14,-9.14,-6.73
1/14/2008,Utah,98,Milwaukee,87,10,10.62,9.68,7.74,11.95,9.5,10.55,12,7.5,10.4,15,8.48,9.81
1/15/2008,Atlanta,104,Denver,93,2.5,0.52,-0.72,-0.61,-0.83,1.5,0.18,1.3,-0.9,1.76,3,3.97,2.43
1/15/2008,Detroit,103,Toronto,89,8,8.4,8.08,7.62,8.74,9.5,7.58,10.1,5.9,8.26,9,8.58,9.72
1/15/2008,Houston,107,Philadelphia,111,9,9.35,8.51,7.96,9.13,9.5,8.07,11.6,5.5,3.89,12,17.15,8.99
1/15/2008,LA Clippers,97,Phoenix,90,-7.5,-5.23,-7.77,-8.02,-7.55,-7,-3.19,-4.4,-5.5,-5.91,-5,-3.23,-6.65
1/15/2008,Memphis,124,Cleveland,132,-1.5,0.44,-0.96,-3.14,1.04,-2,1.34,1.9,0.4,6.15,3,1.82,0.23
1/15/2008,Minnesota,98,Golden State,105,-7.5,-7.66,-9.52,-11.25,-8.24,-7.5,-4.51,-5,-7.1,-7.87,-8,-11.64,-6.61
1/15/2008,New York,105,Washington,93,-2,-3.47,-5.57,-4.89,-6.27,-2.5,-2.72,-1.8,-4,-7.57,-6,-1.87,-2.19
1/15/2008,Orlando,102,Chicago,88,6,6.46,9.32,8.21,10.54,7,7.74,7.8,6.2,4.73,6,7.66,7.75
1/16/2008,Boston,100,Portland,90,8,7.98,10.5,9.13,11.8,8,7.77,10.2,7.3,12.62,5,-0.15,12.52
1/16/2008,Charlotte,99,Orlando,93,-1,-1.62,-4.77,-4.25,-5.31,-1.5,-1.71,-1,-3.4,-4.43,0.01,6.79,-1.56
1/16/2008,Indiana,125,Golden State,117,2,-0.08,-1.03,-1.63,-0.45,1,1.37,1.4,-1,1.78,0.01,0.14,2.1
1/16/2008,Miami,96,Chicago,126,3.5,0.08,-0.4,-2.72,1.55,3.5,0.22,2.1,-0.4,-0.02,1,-1.92,2.85
1/16/2008,Milwaukee,87,Atlanta,80,3,-0.09,-0.35,0.41,-1.29,3.5,-1.38,3.3,-0.5,-3.27,-4,0.47,2.7
1/16/2008,New Jersey,105,New York,111,7.5,5.15,6.65,7.91,5.14,8.5,2.9,6,3.4,5.09,0.01,7.57,6.5
1/16/2008,New orleans,123,Seattle,92,10.5,12.28,14.49,14.75,14.23,11,12.65,14.1,9.7,9.09,15,16.53,11.22
1/16/2008,Toronto,116,Sacramento,91,4.5,6.55,7.21,6.53,7.91,5,6.78,9.1,4.8,6.57,7,5.34,4.56
1/17/2008,Denver,120,Utah,109,2.5,0.82,1.31,2.21,0.32,3.5,1.63,3,0.3,3.11,-4,-2.67,2.61
1/17/2008,LA Lakers,98,Phoenix,106,-1.5,4.44,4.19,4.01,4.36,-1.5,4.23,5.5,2.9,4.98,8,8.07,7.1
1/17/2008,San Antonio,88,Cleveland,90,7,7.54,7.44,6.37,8.52,8,9.12,8.8,5.9,13.21,7,1.27,9.39
1/18/2008,Boston,116,Philadelphia,89,10.5,13.09,15.57,15.55,15.6,11.5,11.22,15,10.7,17.28,14,14.99,13.97
1/18/2008,Chicago,111,Golden State,119,-2,0.11,-2.4,-2.24,-2.64,1,-0.04,2.7,-1.7,-0.81,1,0.47,-1.3
1/18/2008,Detroit,93,Sacramento,100,9.5,12.79,13.23,12.05,14.64,10,12.45,14.8,8.9,11.83,15,13.51,12.27
1/18/2008,Memphis,124,Seattle,100,6,5.88,5.78,4.46,6.84,6.5,5.27,7.3,4.6,7.89,7,9.38,5.89
1/18/2008,Miami,91,Portland,98,-4,-5.32,-6.65,-9.1,-4.76,-3.5,-5.06,-2.4,-5.1,-4.13,-12,-13.79,-3.86
1/18/2008,New orleans,112,Charlotte,84,9,9.71,11.31,10.96,11.67,9,9.94,12.3,7.4,8.04,12,7.85,9.52
1/18/2008,Phoenix,115,Minnesota,95,13.5,15.14,17.36,19.09,16.2,14,13.83,18,12.1,14.17,17,11.43,13.56
