date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
12/18/2006,Denver,117,Washington,108,-3.5,3.43,4.88,4.05,5.88,-2.5,2.04,5,3.2,3.5,7.2,1,-1.01,-3.76,3.69,-1.33
12/18/2006,Memphis,134,Seattle,126,4,-0.28,-1.14,-2.4,-0.75,4,-2.09,4.8,-0.5,0.04,-1.15,1,-1.45,0.81,-4.19,-5.53
12/18/2006,Miami,101,New orleans,99,7.5,3.62,-0.05,-0.31,0.06,8,2.46,9.6,0.1,1.22,2.6,9,7.88,5.03,2.35,-4.98
12/18/2006,New Jersey,105,Golden State,97,5.5,0.97,-0.93,-1.67,-0.28,5.5,2.63,6.8,-1.3,-1.02,6.2,1,-3.67,6.44,2.45,-5.21
12/18/2006,New York,97,Utah,96,-7,-6.2,-7.33,-8.55,-6.44,-7.5,-6.13,-2,-4.8,-5.95,-5.15,-6,-10.78,-9.41,-8.52,-8.48
12/18/2006,Sacramento,91,Dallas,109,-4,-1.32,-2.58,-2.17,-3.03,-3.5,0.49,0.3,-1.6,-0.67,-2.9,-1,.,-1.11,0.89,-5.68
12/19/2006,Chicago,94,LA Lakers,89,5.5,3.03,2.64,0.82,4.64,5,1.37,6.8,1.7,4.07,3.9,3,0.94,6.75,6.92,-3.5
12/19/2006,Phoenix,115,Toronto,98,13.5,10.92,11.23,11.98,10.64,14,6.03,13.8,8.4,12.16,11.9,14,9.34,12.3,10.38,3.15
12/20/2006,Atlanta,106,Utah,112,-5,-4.78,-5.49,-6.57,-4.58,-5.5,-3.06,-0.2,-3.7,-4.88,-8.55,-5,-6.48,-5.38,-5.52,-9.27
12/20/2006,Boston,95,Golden State,96,2,2.92,0.55,0.19,0.89,2.5,0.19,6.3,0.1,2.5,5.35,5,5.73,5.87,7.14,-5.09
12/20/2006,Denver,.,Phoenix,.,-9,-1.24,-0.69,-2.2,0.76,-6.5,0.6,0.3,-1,-2.17,1.8,-2,-7.23,-11.91,-4.47,-5.2
12/20/2006,LA Clippers,96,Toronto,98,7.5,3.61,3.67,4.55,2.72,7.5,2.67,6.2,2.3,3.3,7.2,2,1.53,6.36,3.36,-2.25
12/20/2006,Milwaukee,121,Miami,95,3,1.96,4.32,4.07,4.64,2.5,0.15,1.5,3.2,4.55,0.45,0.01,-0.97,1.75,0.91,-2.13
12/20/2006,Minnesota,94,LA Lakers,111,4.5,0.9,1.61,0.67,2.49,3.5,0.56,3.2,0.8,1.65,0.55,0.01,-1.79,4.28,3.1,-5.4
12/20/2006,New Jersey,113,Cleveland,111,0,-0.04,0.16,-0.98,1.22,2,0.38,2.4,0.1,-1.13,-0.55,1,-2.84,-0.04,-0.14,-5.6
12/20/2006,New York,111,Charlotte,109,4,6.15,6.69,5.98,7.53,3,3.46,6.4,4.1,6.12,9.4,5,7.36,2.22,2.98,0.52
12/20/2006,Orlando,86,New orleans,83,7.5,5.27,5.04,5.19,4.95,7.5,4.24,7.1,2.9,3.96,8.6,5,5.52,6.35,5.65,-1.73
12/20/2006,Philadelphia,93,Indiana,101,-6,-0.68,-1.06,-3.6,0.84,-7,0.09,1,-0.9,0.8,-0.8,0.01,-3.59,-6.41,-2.41,-5.73
12/20/2006,Portland,89,Houston,87,-4.5,-3.65,-3.23,-1.94,-4.8,-3.5,-4.1,-2.6,-3.1,-6.47,-6,-3,-0.87,-4.94,-4.94,-9.73
12/20/2006,San Antonio,105,Memphis,98,12.5,16.17,17.02,17.85,18.17,13,10.54,14.8,11.6,17.09,16.6,16,22.9,12.91,17.47,5.34
12/20/2006,Seattle,95,Dallas,103,-7,-3.84,-4.98,-5.73,-4.34,-6,1.28,-2.8,-3.7,-2.75,-3.1,-6,-7.41,-6.5,-4.01,-6.38
12/21/2006,Cleveland,71,Detroit,87,3,2.91,1.13,0.26,1.83,4,2.63,3.9,0.6,3.86,7.05,2,4.03,2.81,3.62,-2.91
12/21/2006,Sacramento,119,Washington,126,3.5,1.23,2.41,3.33,1.48,2.5,-0.67,2.9,1.5,1.56,2.55,0.01,-1.63,5.23,2.85,-3.05
12/22/2006,Atlanta,90,Indiana,100,-2,0.95,-0.11,-0.88,0.65,-2,1.04,2.4,0.6,2.47,2.75,0.01,-0.48,0.28,1.86,-4.28
12/22/2006,Boston,83,Philadelphia,98,2.5,7.45,6.34,7.11,5.98,2.5,2.06,9.3,5.2,9.46,9.95,10,7.96,2.93,8.57,0.91
12/22/2006,Charlotte,101,Utah,89,-6.5,-7.64,-9.63,-9.9,-9.43,-6.5,-7.3,-3.3,-6.2,-8.14,-11.55,-6,-6.98,-9.4,-9.6,-11.68
12/22/2006,Dallas,115,LA Clippers,83,9.5,10.62,12.07,11.23,12.99,9.5,4.11,12.2,8.3,10.57,7.75,13,15.41,14.93,15.72,2.77
12/22/2006,Denver,96,Sacramento,101,3.5,6.78,6.95,5.39,8.7,6,5.24,7.8,4.4,5.71,7.65,7,9.14,5.06,9.5,0.39
12/22/2006,Minnesota,107,Milwaukee,113,6,4.25,4.71,4.71,4.7,5,3.51,5.1,3.5,4.46,8.4,5,-1.11,5.7,4.6,-1.62
12/22/2006,New Jersey,95,LA Lakers,99,3,-1.74,-2.85,-3.57,-2.15,3,0.84,2.6,-2.1,-2.19,1.5,-4,-6.56,-0.91,-3.51,-7.94
12/22/2006,New York,103,Chicago,92,-5.5,-3.32,-3.44,-2.08,-5.18,-5.5,-2.9,-2.7,-2.4,-3.89,-0.25,-5,-5.47,-4.39,-2.68,-8.59
12/22/2006,New orleans,100,Memphis,97,2.5,4.81,6.92,9.82,5.06,2.5,2.9,4,4,4.83,7.15,0.01,5.55,0.49,2.34,-1.86
12/22/2006,Orlando,108,Golden State,117,4,2.72,3.48,4.53,2.51,3.5,3.21,5.6,0.8,0.88,8.4,2,-3.47,5.92,5.83,-3.55
12/22/2006,Phoenix,139,Washington,144,11,7.89,9.02,9.72,8.43,10,3.68,9.4,6.4,8.97,8.4,7,8.97,11.78,8.71,0.73
12/22/2006,Portland,100,Toronto,101,3.5,2.08,2.61,3.78,1.17,4.5,0.8,3.2,1.3,1.21,5,3,-0.71,3.33,1.53,-4.02
12/22/2006,San Antonio,78,Houston,97,8,7.83,8.05,7.17,9.87,8,4.93,8.9,5.4,7.35,4.3,9,13.59,8.09,7.63,-0.72
12/23/2006,Chicago,115,Charlotte,76,10.5,10.97,11.6,10.27,13.19,10.5,7.31,12.4,7.1,11.49,12.65,10,14.34,11.78,12.57,3.59
12/23/2006,Cleveland,86,Orlando,83,7,4.61,2.53,1.76,3.28,6.5,2.89,8.1,2.4,5.7,4.35,5,8,7.68,6.4,-1.83
12/23/2006,Detroit,108,Atlanta,81,10.5,9.53,10.06,11.23,9.11,9.5,4.93,13.3,6.8,9.23,6.75,12,12.38,8.16,8.51,2.03
12/23/2006,Houston,93,LA Clippers,98,8,11.02,9.96,9.07,11.1,6.5,6.71,11.5,7.3,12.61,9.8,14,17.1,15.48,16.95,3.47
12/23/2006,Indiana,71,Minnesota,78,5,2.54,3.72,4.36,3.07,4.5,2.48,7.2,1.9,1.53,-0.05,3,-0.59,5.03,3.56,-3.33
12/23/2006,Memphis,97,Utah,100,-4,-4.72,-6.82,-9.97,-5.06,-4.5,-4.35,1.5,-4.2,-4.33,-11.85,0.01,-4.22,-5.05,-5.69,-10.11
12/23/2006,Miami,105,Golden State,92,5.5,-0.4,-1.96,-0.82,-3.55,4.5,0.69,6.5,-2.4,-2.91,2.4,1,-4.48,5.16,0.35,-7.75
12/23/2006,Milwaukee,115,New Jersey,104,3.5,3.13,4.8,5.33,4.3,3,-0.65,4.4,2.5,4.09,-3.35,4,7.55,3.43,4.1,-2.57
12/23/2006,New orleans,77,San Antonio,112,-8.5,-6.42,-5.23,-3.93,-7.12,-8.5,-5.15,-4.4,-4.6,-7.4,-6.45,-9,-9.75,-12.11,-12.1,-10.28
12/23/2006,Philadelphia,98,New York,77,3,0.29,0.93,-0.69,1.99,4.5,2.94,4.6,0.5,1.19,-3.95,1,-4.93,-1.08,-4.26,-4.86
12/23/2006,Seattle,110,Toronto,97,5,2.65,2.28,0.74,3.68,6.5,3.68,4.4,1.8,3.52,5.85,3,-2.83,3.27,1.81,-3.37
12/25/2006,Miami,101,LA Lakers,85,-1.5,-2.52,-3.75,-3.73,-4.03,1,-1.05,3.3,-3.4,-3.97,-2.3,-4,-3.47,-5.29,-3.63,-10.22
12/26/2006,Dallas,97,Charlotte,84,13,15.17,16.9,16.11,17.92,13,8.9,17.1,10.9,16.05,12.95,17,19.59,14.96,17.59,6.23
12/26/2006,Denver,116,Boston,105,6,7.2,8.39,8.29,8.76,8,6.26,8.6,5.2,5.51,5.3,7,9.91,2.55,4.23,0.2
12/26/2006,Detroit,92,New Jersey,91,6.5,7.99,9.61,10.81,8.56,8,3.8,10.5,6.4,8.56,2.5,10,10.75,6.48,8.27,1.76
12/26/2006,Golden State,116,Philadelphia,97,6,5.82,8.09,9.8,6.85,5.5,2.67,7.9,5.7,8.47,7.6,4,-0.64,7.05,8.64,0.63
12/26/2006,Indiana,81,Houston,76,4,-1.58,-0.82,-0.19,-1.47,8.5,-1.47,0.5,-1.6,-5.13,-5.75,-2,2.91,2.54,-2.18,-7.39
12/26/2006,Minnesota,100,Chicago,98,1,-0.66,0.41,1.55,-1.11,1,0.16,0.5,0.4,-0.7,-0.35,-2,-4.35,2.75,2.2,-6.3
12/26/2006,Phoenix,110,Portland,87,12.5,11.67,11.39,10.66,12.45,12,7.55,14.9,8.7,13.88,9.9,13,13.97,10.4,10.66,4.05
12/26/2006,San Antonio,107,Milwaukee,114,9,11.85,11.8,10.71,13.92,10,9.21,13.2,8.3,13.72,15.4,12,10.16,8.56,11.08,3.18
12/26/2006,Seattle,102,New orleans,94,6.5,4.84,2.55,1.13,3.89,8,4.58,6.7,2.3,5.03,3,8,8.91,5.42,5.03,-1.37
12/26/2006,Utah,102,LA Clippers,92,7.5,9.11,9.94,10.25,9.9,8.5,6.38,7.9,6.5,9.75,12.35,8,10.92,13.83,13.39,3.06
12/26/2006,Washington,116,Memphis,101,7.5,9.36,8.69,12.19,6.91,8.5,6.23,10.2,6.1,8.72,7.8,10,16.05,8.35,12.1,1.81
12/27/2006,Atlanta,76,Cleveland,89,-5,-2.07,-0.74,-1.14,-0.35,-3.5,-1.66,-0.4,-0.4,-2.05,-4.45,-2,-6.2,-3.41,-2.09,-7.17
12/27/2006,Charlotte,107,Washington,114,-5,-5.28,-4.7,-4.2,-5.37,-4,-5.52,-3.9,-3.5,-5.93,-2.25,-8,-8.84,-6.36,-6.78,-9.36
12/27/2006,Chicago,109,Miami,103,6,7.82,8.31,6.29,10.87,7,3.49,6.9,5.8,9.96,8.5,8,10.6,9.54,11.63,3.77
12/27/2006,LA Clippers,100,Boston,77,7,3.38,4.97,6.48,3.56,7,3.34,6,2.5,1.84,1.8,1,3.89,4.07,1.31,-4.2
12/27/2006,Memphis,96,Milwaukee,112,1,-1.11,-1.29,-4.74,0.53,1,-0.18,2.7,-0.9,-0.04,0.25,-1,-6.63,-0.75,-3.66,-5.94
12/27/2006,New Jersey,71,Houston,96,5.5,-1.31,-2.37,-2.96,-1.84,5.5,-0.69,0.8,-2.1,-4.29,-1.65,-1,1.93,2.13,-4.02,-8.18
12/27/2006,New York,151,Detroit,145,-5,-3.29,-3.61,-4.48,-3.05,-5.5,-4,-4,-3,-3.35,1.75,-5,-4.5,-6.72,-5.95,-8.73
12/27/2006,Orlando,93,LA Lakers,106,1.5,-0.31,0.09,0.53,-0.38,1,0.91,1.2,-0.6,-0.62,4.05,-4,-3.92,-0.64,0.02,-7.3
12/27/2006,Portland,100,New orleans,85,8,3.56,2.18,2.98,1.02,4.5,1,4.7,1.4,2.08,3.1,6,9.79,7.9,3.53,-2.53
12/27/2006,Sacramento,101,Philadelphia,76,7,6.75,7.35,9.07,6,6.5,2.72,9.2,5.2,7.57,5.9,7,8.06,6.51,7.37,-0.32
12/27/2006,Toronto,100,Minnesota,97,1,0.57,1.22,1.58,0.85,0,0.26,4.7,0.5,1.53,-2.35,-1,-0.95,1.48,0.6,-4.94
12/28/2006,Dallas,101,Phoenix,99,2.5,2.8,4.54,3.9,5.12,3.5,0.31,4.9,2.4,2,4.35,3,-0.77,1.29,1.71,-3.36
12/28/2006,Denver,112,Seattle,98,8.5,6.68,6.72,6.57,7.12,7,3.04,8.6,4.7,5.79,7.55,7,9.73,6.63,5.41,0.37
12/28/2006,San Antonio,106,Utah,83,6.5,6.4,4.84,3.15,7.58,7,3.85,9.4,3.9,8.01,2.8,9,9.95,5.89,6.26,-1.06
12/29/2006,Charlotte,133,LA Lakers,124,-5,-5.77,-6.78,-7.31,-6.41,-5.5,-5.3,-3.7,-4.8,-6.56,-5.4,-7,-5.44,-8.22,-7.23,-11.95
12/29/2006,Cleveland,109,Milwaukee,99,5,3.16,2.92,3.27,2.56,5,4.37,5.7,1.9,4.07,9.95,-1,-2.4,3.38,2.31,-1.53
12/29/2006,Detroit,92,Indiana,93,7,6.64,5.9,6.3,5.6,7,3.73,9.7,4.6,7.72,7.7,6,8.39,8.41,7.75,0.97
12/29/2006,Golden State,110,Boston,100,9.5,6.44,8.12,8.73,7.62,9.5,5.1,6.8,5.4,6.49,0.6,6,11.22,10.22,8.57,-1.49
12/29/2006,Houston,94,Atlanta,68,8,12,11.83,11.33,12.36,9,7.38,14.2,8.4,14.57,12.3,15,12.49,8.67,13.6,3.76
12/29/2006,LA Clippers,102,Sacramento,93,3,1.4,1.88,2.44,1.3,3,1.6,3.9,0.8,1.3,3.85,-1,-1.57,4.24,3.91,-4.76
12/29/2006,Miami,81,New Jersey,91,-2.5,3.5,4.04,5.01,3.05,-1,1.46,7.6,1.9,3.21,0.45,7,1.85,-3.38,3.62,-4.64
12/29/2006,Minnesota,101,Seattle,82,8,5,5.25,6.23,4.36,6.5,1.02,5.6,3.5,4.55,5.1,6,8.6,6.04,4.34,-1.5
12/29/2006,New orleans,99,Denver,89,-4,-3.02,-0.59,0.62,-1.96,-5,-3.23,-0.7,-1.7,-1.88,-2.2,-8,-8.13,-7.22,-8.09,-8
12/29/2006,Phoenix,108,New York,86,13,11.94,11.87,11.78,11.97,12.5,8.55,15.3,9.2,14.27,5.9,15,15.52,12.11,12.62,4.19
12/29/2006,Portland,95,Philadelphia,98,4.5,5.34,6.16,8.37,3.78,4.5,1.68,6,3.6,4.92,5.65,6,8.04,5.47,6.38,-2.21
12/29/2006,Toronto,97,Chicago,107,-3,-2.17,-0.39,0.92,-1.9,-2.5,-1.18,0.2,-1,-2.14,-6,-6,-2.39,1.12,1.7,-8.24
12/29/2006,Washington,112,Orlando,111,6,7.25,5.63,4.65,6.66,6.5,3.74,10.6,4.6,7.79,-1.2,13,15.46,8.65,11.27,-1.29
12/30/2006,Chicago,103,Cleveland,96,4.5,5.2,6.26,4.52,8.09,5,1.24,6.5,3.8,5.83,3.15,8,5.63,8.51,9.35,-0.46
12/30/2006,Dallas,94,New orleans,80,16,12.73,11.99,12.02,12.03,16.5,6.3,14.7,8.8,12.27,10.85,17,20.6,16.7,15.07,4.16
12/30/2006,Indiana,102,Charlotte,113,10.5,8.57,10.53,10.61,10.59,10.5,6.93,10.1,5.9,7.81,6.85,8,10.3,11.23,9.77,1.16
12/30/2006,Memphis,110,Toronto,104,5.5,1.18,-0.26,-3.72,1.41,5.5,0.34,4,0.4,1.71,2.15,4,0.35,3.04,-1.28,-4.71
12/30/2006,Milwaukee,119,Washington,102,4,0.79,1.7,1.59,1.77,3,-0.97,2.8,0.8,1.29,0.75,1,-1.96,4.6,1.84,-4.87
12/30/2006,New Jersey,100,Minnesota,92,2.5,0.66,-0.24,-0.38,-0.17,4,1.8,5.6,0.1,0.39,3.7,-1,-4.05,-1.12,-2.05,-4.83
12/30/2006,Orlando,97,Miami,68,10.5,4.78,6.18,6.36,6.05,9.5,2.85,2.7,3.9,5.18,7.85,0.01,8.13,9.74,4.29,-0.08
12/30/2006,Sacramento,119,Golden State,96,4.5,3.14,2.08,2.14,2.02,3,0.91,5.9,1.1,2.14,3.35,5,5.69,6.87,6.62,-3.95
12/30/2006,Utah,96,Portland,86,10.5,9.76,11.59,11.27,12.35,11,7.63,10.7,7.5,11.08,12.75,7,7.55,11.46,10.51,3.19
12/31/2006,Denver,85,Dallas,89,-5.5,-1.38,-1.66,-3.29,0.04,-4,1.33,0.2,-1.6,-1.2,0.35,-4,-4.26,-4.74,-1.75,-5.04
12/31/2006,Detroit,101,Phoenix,108,-5,-1.48,-0.45,0.59,-1.37,-2.5,-0.23,2,-0.9,-2.19,1.35,-5,-7.57,-7.98,-5.12,-5.33
12/31/2006,Houston,111,Memphis,109,9,11.96,12.11,14.66,11.06,9,8.96,13,8.9,13.87,14.55,11,11.68,10.29,13.39,4.88
12/31/2006,LA Clippers,90,New York,80,6.5,5.59,5.72,5.72,5.76,8,4.98,8.4,3.9,6.18,0.6,7,7.75,6.32,7.1,-2.74
12/31/2006,LA Lakers,104,Philadelphia,94,9.5,10,11.03,12.86,9.56,10,5.52,11.6,7.7,11.04,10.25,11,10.52,9.65,10.8,5.14
12/31/2006,San Antonio,95,Atlanta,81,12,15.82,16.4,15.17,19.08,13.5,10.59,16.4,11.1,18.47,13.85,20,17.74,11.92,16.48,5.99
12/31/2006,Seattle,101,Boston,95,7,4.52,5.75,5.42,6.05,6,5.32,5.3,3.1,3.75,1.25,3,7.46,5.46,3.91,-1.84
1/1/2007,Charlotte,96,Minnesota,102,-3.5,-1.07,-2.06,-1.33,-2.88,-3,-2.5,2.1,-1.3,-2.54,-3.45,0.01,2.28,-5.17,-2.29,-7.7
1/1/2007,Portland,81,Boston,89,7,3.56,4.94,6.6,3.14,6.5,2.61,3.6,2.3,1.67,0.7,3,8.45,6.23,2.77,-3.45
1/2/2007,Chicago,96,Phoenix,97,-4,-0.37,-0.16,-0.75,0.53,-4,-0.42,1.3,-1.1,-0.49,2.9,-1,-4.3,-3.58,-0.1,-4.68
1/2/2007,Cleveland,82,San Antonio,78,-3.5,-3.07,-4.08,-2.65,-6.42,-4,-2.45,0.3,-3.2,-4.68,-0.4,-5,-3.14,-7.18,-6.7,-7.48
1/2/2007,Dallas,112,Seattle,88,11.5,11.38,12.64,13.93,11.51,12,4.41,13.6,8.9,11.22,10.2,15,13.63,11.85,13.11,2.53
1/2/2007,Denver,97,Philadelphia,108,7,9.28,9.53,9.62,9.8,7,6.24,10.5,6.9,9.75,10.75,9,10.99,6.76,9.55,3.66
1/2/2007,New orleans,89,Golden State,97,-5,0.62,1.23,1.73,0.69,-3,-0.29,2.5,-0.2,-0.3,3,0.01,-1.58,-3.9,1.16,-6.77
1/2/2007,Orlando,91,LA Clippers,86,4.5,3.87,4.47,4.24,4.72,4.5,2.82,4.3,2.3,3.77,7.55,2,3.12,7.91,6.89,-1.22
1/2/2007,Sacramento,112,New York,100,10,7.39,7.46,6.5,8.55,8.5,5.41,9.7,5.3,8.43,-0.25,11,11.87,10.98,9.8,-0.16
1/3/2007,Boston,104,Cleveland,107,-3.5,-1.4,-1.35,-2.33,-0.46,-4,-3.73,1,-0.5,0.12,-0.85,-1,-4.81,-2.2,-0.93,-6.18
1/3/2007,Houston,103,Seattle,96,9,10.46,9.77,9.87,9.74,9,6.17,12.4,7,11.75,10.45,12,14.76,10.17,11.62,1.79
1/3/2007,Memphis,144,Golden State,135,3.5,-0.25,-1.75,-4.98,-0.18,3.5,-0.99,2.9,-1.7,-0.82,-0.45,3,0.92,4.12,0.45,-7.32
1/3/2007,Miami,95,LA Clippers,110,-4.5,1.3,1.03,1.36,0.58,-2.5,0.91,5.2,0.2,0.52,2.7,1,-0.79,-1.61,3.57,-4.55
1/3/2007,Minnesota,103,San Antonio,101,-4.5,-3.52,-3.09,-2.55,-4.34,-3.5,-4.18,-2.3,-2.8,-5.43,-3.9,-4,-2.15,-7.81,-6.75,-8.65
1/3/2007,Portland,81,New York,99,6.5,3,4.14,4.36,3.84,4.5,2.82,4.5,2.4,3.7,-0.5,3,2.85,6.5,3.59,-3.52
1/3/2007,Toronto,98,Phoenix,100,-7,-6.36,-5.86,-5.54,-6.2,-6.5,-4.33,-4.3,-5,-6.62,-6.1,-10,-9.12,-7.78,-8.55,-9.57
1/3/2007,Utah,98,Philadelphia,87,11.5,10.25,12.51,14.64,10.91,11,7.14,9.9,8.2,11.66,15.4,6,8.42,12.72,11.23,5.23
1/3/2007,Washington,108,Milwaukee,105,5,4.04,4.66,4.45,4.86,5,3.62,6.4,2.9,4.64,5.25,3,1.24,5.59,5.5,-2.55
1/4/2007,Dallas,100,Indiana,91,9,11.39,11.13,10.64,11.63,7.5,5.24,12.6,8.3,12.37,11.7,14,16,11.82,14.73,2.72
1/4/2007,New orleans,68,Detroit,92,-7,-2.21,-0.29,-1.18,0.46,-6.5,-2.57,-2.3,-1.6,-1.69,-1.65,-5,-4.34,-9.05,-5.63,-9.22
1/4/2007,Sacramento,128,LA Lakers,132,5.5,1.94,0.92,-0.18,1.93,4,0.3,3.4,0.5,1.87,-0.25,3,6.91,5.57,4.07,-5.99
1/5/2007,Houston,100,Utah,86,3,4.59,2.18,1.05,3.07,2,2.4,8,2.2,5.66,2.8,7,9.17,4.96,6.75,-3.81
1/5/2007,LA Lakers,123,Denver,104,6,5.53,5.78,7.62,3.88,4.5,2.05,7.5,3.7,5.35,3.4,8,8.29,5.7,4.75,-0.48
1/5/2007,Memphis,119,Boston,128,6.5,3.07,3.6,1.47,4.67,6.5,2.46,4.8,1.6,2.05,-0.65,4,7.22,3.62,0.59,-4.35
1/5/2007,Milwaukee,86,Cleveland,95,4,2.64,2.93,2.43,3.41,3.5,-0.63,4.3,2,2.31,-2.75,5,7.72,6.19,5.08,-3.44
1/5/2007,Minnesota,104,Philadelphia,102,7,7.6,8.45,8.92,8.17,7.5,4.36,7.6,5.6,8.27,9.65,6,9.85,6.39,8.15,1.28
1/5/2007,New Jersey,91,Chicago,86,1,-1.44,-1.46,-1.34,-1.72,1,0.38,1.3,-1.3,-2.83,-0.7,-4,-2.72,0.73,-0.74,-7.93
1/5/2007,Orlando,106,Charlotte,74,9,7.75,9.48,9.12,10,9,7.16,8.2,5,8.27,11.6,4,6.38,8.02,7.22,2.16
1/5/2007,Phoenix,108,Miami,80,18,13.34,14,13.41,14.99,18,7.62,13.5,10.4,15.63,10,15,19.49,19.29,14.9,6
1/5/2007,San Antonio,85,Dallas,90,5.5,3.03,2.07,0.9,4.02,5,4.33,4.8,1.8,5.88,3.5,1,1.05,6.39,2.14,-2.52
1/5/2007,Seattle,93,New York,111,5,3.3,4.76,3.24,6.31,6,4.84,5.6,2.8,5.03,-1.3,1,2.15,4,3.86,-2.24
1/5/2007,Toronto,105,Atlanta,92,7,6.14,6.03,6.13,5.93,6.5,2.63,7.6,3.7,6.3,3.2,9,10.76,8.41,7.83,-1.16
1/5/2007,Washington,116,LA Clippers,105,5.5,5.25,5.34,5.76,4.97,6.5,3.45,7.3,3.7,6.19,1.9,6,8,10.07,9.4,-0.16
1/6/2007,Atlanta,86,LA Clippers,74,-4.5,-2.57,-1.06,-1.32,-0.8,-3,-1,0,-0.9,-1.01,-2.55,-6,-9.53,-1.93,-2.42,-5.14
1/6/2007,Chicago,106,Detroit,89,4.5,3.5,3.57,1.88,5.31,6.5,1.26,4.4,1.8,4.51,5.05,4,3.28,5.82,5.07,-3.03
1/6/2007,Cleveland,96,New Jersey,91,6.5,5.35,6.57,7.59,5.61,6.5,3.66,8.2,4.2,7.58,6.3,6,-0.99,6,5.52,-0.02
1/6/2007,Denver,84,Utah,96,-3,-0.08,-0.88,-2.77,0.81,1,-0.25,3.5,-0.4,-0.08,-1.55,2,-1.94,-2.81,0.73,-5.96
1/6/2007,Golden State,108,Seattle,104,9.5,5,6.01,6.77,5.36,9,2.41,7.8,4.6,6.37,3.85,8,-0.2,11.25,8.31,-0.79
1/6/2007,New orleans,93,Indiana,100,-9,0.22,0.67,0.54,0.78,-6.5,-0.95,1.4,0.2,1.48,2.9,-4,-0.37,-9.41,-1.88,-6.27
1/6/2007,Sacramento,105,Portland,110,8.5,8.03,7.17,5.96,8.64,8.5,5.38,11,5.5,8.71,5.55,12,9.53,8.37,9.02,1.31
1/7/2007,LA Lakers,101,Dallas,98,-2.5,-0.68,-0.68,-0.73,-0.66,-4,0.47,1.1,-1,-0.21,-0.75,-1,-3.3,-1.38,-0.63,-3.57
1/7/2007,Memphis,96,San Antonio,110,-8,-7.02,-7.05,-8.73,-7.63,-6.5,-6.69,-3.9,-5.7,-8.67,-8.55,-7,-6.31,-12.19,-11.98,-12.23
1/7/2007,Minnesota,103,Houston,99,3,-1.64,-0.19,-0.06,-0.34,1,-2.21,-0.6,-1,-2.76,-2.15,-2,-3.61,0.51,-3.1,-6.86
1/7/2007,Orlando,87,Boston,79,7.5,6.64,7.7,8.46,7.01,8,6.22,5.8,3.8,4.59,7.6,5,11.28,5.43,6.05,-0.55
1/7/2007,Phoenix,128,Golden State,105,12.5,10.9,9.98,10.37,9.66,12,6.81,13.3,7.2,10.9,9.35,14,16.48,15.07,14.63,2.43
1/7/2007,Portland,90,Miami,93,-1,3.32,4.25,4.24,4.42,0,0.75,2,2.7,4.31,2.8,2,6.67,-0.23,3.75,-1.79
1/7/2007,Toronto,116,Washington,111,-2,-1.21,-0.29,-0.89,0.25,0,-1.66,0.3,-0.9,-0.73,-1.25,-3,-3.05,-0.1,0.06,-6.24
1/8/2007,Chicago,77,Houston,84,6,2.15,2.05,1.61,2.6,6,-0.07,3.8,1,1.2,0.7,3,5.55,6.67,3.72,-3.28
1/8/2007,Denver,104,Milwaukee,92,3.5,2.04,3.54,2.43,4.65,3,2.95,3.4,2.1,2.62,7.1,-2,-4.86,1.54,-0.06,-2.68
1/8/2007,New orleans,90,LA Clippers,100,-7,-0.41,1.73,1.71,1.74,-7,-0.8,0.2,0.3,0.35,-0.05,-4,-3.11,-5.17,-1.37,-5.43
1/9/2007,Indiana,91,Atlanta,72,8.5,7.36,8.41,8.84,8,9.5,4.27,8.8,4.9,6.26,5.6,8,11.53,8.13,8.84,-0.38
1/9/2007,Memphis,128,LA Lakers,118,-3,-4.55,-5.27,-8.7,-3.28,-3,-3.6,-1.5,-3.8,-3.32,-4.3,-6,-6.43,-6.01,-6.07,-11.89
1/9/2007,New Jersey,101,Toronto,86,4,4.59,3.01,2.32,3.65,4.5,3.71,6.5,2.3,3.09,8.3,4,7.48,1.12,3.01,-3.33
1/9/2007,Philadelphia,89,Detroit,98,-2.5,-2.49,-2.67,-4.39,-1.23,-4.5,-2.17,-1.6,-2.5,-2.86,-4.45,-2,-1.25,-4.73,-6.04,-9.33
1/9/2007,Phoenix,113,Seattle,102,14.5,14.02,12.82,14.28,11.58,15,8.11,16.1,9.8,14.14,10.2,20,21.98,14.76,15.52,4.9
1/9/2007,Sacramento,98,Cleveland,108,3,0.25,1.25,0.24,2.22,2.5,-1.02,1.8,1.1,1.58,-1.5,2,-4.2,4.03,1.42,-4.24
1/9/2007,San Antonio,98,Portland,84,12.5,14.21,13.37,11.39,16.68,12,11.05,16.1,10.1,16.48,13.05,17,16.05,10.87,12.75,5.77
1/9/2007,Utah,105,Dallas,108,-2.5,-0.23,1.01,1.55,0.6,-1.5,1.76,0.3,-0.2,0.81,3.4,-6,-4.33,-0.22,0.33,-3.56
1/10/2007,Atlanta,77,New orleans,96,6,2.7,1.55,1.66,1.44,6,2.25,5.6,1.8,2.7,0.85,4,3.99,5.62,2.04,-2
1/10/2007,Boston,84,Indiana,97,-3,1.07,-1.59,-2.11,-1.09,0,-1.47,3.6,0.5,3.5,3.2,2,1.5,-1.6,1.56,-4.24
