date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegametime,lineray1,linefox,linedunk,linegirl,linedok
1/2/2009,Boston,108,Washington,83,14.5,16.18,17.58,17.95,17.39,14.5,14.35,17.3,18.5,17.79,20,15.06,18.85,18.22
1/2/2009,Cleveland,117,Chicago,92,12.5,12.36,12.49,10.97,14.57,13,11.77,13.3,16,13.17,15,12.05,9.97,15.08
1/2/2009,Dallas,96,Philadelphia,86,8,7.15,6.79,7.04,6.56,7.5,4.18,7.7,7.5,3.61,8,9.54,5.9,7.15
1/2/2009,Detroit,98,Sacramento,92,8,11.13,11.17,11.14,11.78,8.5,5.74,14.4,13.5,3.57,15,10.92,10.9,13
1/2/2009,LA Lakers,113,Utah,100,9.5,7.77,8.98,9.68,8.25,10,5.41,9.6,10,14.03,4,9.25,10.13,8.02
1/2/2009,Memphis,80,San Antonio,91,-7,-4.89,-4.85,-4.99,-4.76,-7,-1.35,-3.3,-4,-3.07,-7,-5.27,-4.91,-3.95
1/2/2009,Milwaukee,103,Charlotte,75,6,5.35,6.25,6.45,6.13,6.5,5.33,8.2,8,-6.86,7,8.92,6.39,7.63
1/2/2009,Minnesota,115,Golden State,108,2,0.42,0.16,-0.61,0.82,1.5,2.4,1.9,-0.5,1.69,2,4.15,-2.06,1.28
1/2/2009,New Jersey,93,Atlanta,91,-4.5,-1.19,-3.85,-3.35,-4.47,-3.5,-2.13,-0.4,-3,4.56,-4,-6.42,1.3,-4.24
1/2/2009,New York,103,Indiana,105,2.5,1.6,1.82,3.43,0.3,1.5,1.1,4.3,3,-5.43,2,0.01,1.88,1.91
1/2/2009,Oklahoma City,120,Denver,122,-7.5,-7.47,-10.53,-12.52,-9.27,-7.5,-4.29,-5.3,-7,-11.59,-5,-4.96,-6.8,-7.93
1/2/2009,Orlando,86,Miami,76,9,9.11,8.31,7.81,8.81,9,6.55,11.1,12,2.94,13,14.05,10.9,10.25
1/2/2009,Phoenix,106,LA Clippers,98,12.5,10.05,10.71,11.37,10.1,12.5,9.05,10.6,10.5,2.5,13,12.5,11.26,10.81
1/2/2009,Portland,77,New orleans,92,1,2.84,2.62,1.91,3.29,2.5,0.59,4.5,6.5,3.41,5,4.64,-1.24,3.58
1/2/2009,Toronto,94,Houston,73,-4.5,-1.27,-2.93,-2.73,-3.13,-4,-2.04,0.4,-1,2.66,-4,-0.77,-1.01,-3.25
1/3/2009,Atlanta,103,Houston,100,4.5,2.96,3.46,3.66,3.27,4,3.31,4.7,6.5,-0.15,5,5.77,0.8,5.3
1/3/2009,Charlotte,102,Milwaukee,92,1.5,0.44,-1.92,-1.6,-2.29,1,-0.38,0.8,-4,12.86,-5,2.66,-0.39,-2.07
1/3/2009,Chicago,92,Minnesota,102,7,8.98,8.69,9.8,7.62,7,5.67,9.7,9.5,10.76,4,5.08,12.49,9.02
1/3/2009,Denver,105,New orleans,100,3.5,2.52,1.83,1.57,2.05,2,0.67,3,3,3.7,1,3.58,0.27,3.16
1/3/2009,Indiana,122,Sacramento,117,7.5,7.9,8.23,6.29,10.57,8.5,2.42,10.1,11,8.02,10,9.46,6.94,11.66
1/3/2009,Miami,101,New Jersey,96,6,4.8,4.93,4.28,5.69,6,6.03,7.8,7,-1.91,7,7.22,-0.6,7.95
1/3/2009,San Antonio,108,Philadelphia,106,9.5,7.19,6.56,7.54,5.61,10,3.19,7.5,6,4.46,7,8.47,6.81,7.63
1/7/2009,Atlanta,102,Orlando,106,2,1.21,0.71,1.17,0.27,1,1.15,1.8,1.5,5.01,-2,3.89,0.4,2.34
1/7/2009,Boston,85,Houston,89,10,7.89,8.54,7.99,9.29,10,7.77,9.6,12,8.6,11,7.14,7.09,9.84
1/7/2009,Cleveland,111,Charlotte,81,14,14.48,14.35,13.71,15.78,13.5,12.74,15.5,16.5,14.45,13,11.84,15.83,16.47
1/7/2009,Denver,108,Miami,97,5.5,7.33,7,6.86,7.16,5.5,3.71,8.9,7.5,11.99,7,6.45,8.05,7.29
1/7/2009,Golden State,106,LA Lakers,114,-9,-6.94,-10.17,-10.34,-10,-9,-6.85,-4.4,-6.5,-10.43,-8,-10.38,-10.17,-6.33
1/7/2009,Milwaukee,105,Philadelphia,110,7,3.79,5.35,5.01,5.75,6.5,3.16,5,6,-8.66,6,8.44,2.93,7.84
1/7/2009,Minnesota,129,Oklahoma City,87,5.5,4.49,5.62,7.12,4.8,6.5,4.61,8,3.5,1.71,4,3.14,2.01,5.96
1/7/2009,New Jersey,100,Memphis,89,4,7.16,6.18,7.08,5.17,5,6.13,8,6,8.88,6,6.23,9.35,6.92
1/7/2009,Phoenix,110,Indiana,113,10,7.65,6.71,8.29,5.25,8.5,6.36,8.7,7,2.09,9,10.82,5.92,6.5
1/7/2009,Portland,84,Detroit,83,3.5,3.25,4.88,3.45,6.21,3.5,0.8,5.3,7,6.59,4,3.49,0.94,5.43
1/7/2009,Utah,116,New orleans,90,4,2.04,-0.39,-1.31,0.51,5,1.92,2.1,2,2.2,1,3.78,0.58,2.54
1/7/2009,Washington,93,Toronto,99,2.5,-0.27,-1.26,-1.88,-0.71,2.5,0.55,2,0.5,-3.09,1,3.91,-4.75,0.47
1/8/2009,Dallas,99,New York,94,8,9.19,7.64,7.71,7.55,9,6.74,9.4,6.5,18.53,6,12.42,6.73,7.73
1/8/2009,San Antonio,106,LA Clippers,84,13,11.05,11.62,12.59,10.72,14,7.36,11.9,11,8.68,13,11.94,11.86,10.53
1/9/2009,Chicago,98,Washington,86,5,7.15,7.2,8.52,5.95,6.5,4.73,6.7,3.5,12.95,1,8.16,11.01,5.32
1/9/2009,Cleveland,98,Boston,83,4,5.49,4.29,3.94,5.28,4.5,4.15,6.5,7.5,-0.73,5,8.48,2.13,5.81
1/9/2009,Denver,90,Detroit,93,4,4.69,5.81,5.03,6.55,4.5,3.01,6.3,7,5.93,6,3.97,2.45,6.22
1/9/2009,LA Lakers,121,Indiana,119,14.5,11.34,12.46,13.06,11.89,14.5,9.74,13.7,12.5,6.92,12,13.13,13.85,11.46
1/9/2009,Milwaukee,104,New Jersey,102,6,4.43,5.36,3.41,7.43,5,4.13,7.4,8,-2.68,8,8.55,0.68,7.27
1/9/2009,New orleans,107,LA Clippers,80,15.5,12.21,13.63,14.36,12.97,14.5,10.84,14.3,14.5,6.86,14,14.94,14.48,14.07
1/9/2009,Oklahoma City,96,Houston,98,-6.5,-7.99,-9.22,-10.52,-8.36,-8,-5.65,-6.1,-8,-17.58,-6,-2.01,-9.25,-6.46
1/9/2009,Orlando,121,Atlanta,87,5,6.03,5.56,5.42,5.7,5.5,5.02,8.8,8.5,0.55,8,4.43,5.6,6.03
1/9/2009,Philadelphia,93,Charlotte,87,5.5,6.41,4.67,4.61,4.72,6,5.89,9.1,6.5,6.65,6,10.7,6.46,5.43
1/9/2009,Phoenix,128,Dallas,100,6,3.13,2.37,2.87,1.9,4.5,3.79,4,3.5,-1.04,4,4.95,3.31,3.8
1/9/2009,Sacramento,115,Miami,119,-4,-2.47,-4.42,-4.19,-4.84,-4.5,0.94,-1.1,-5,2.21,-6,-6.1,0.7,-3.84
1/9/2009,Toronto,103,Memphis,82,5.5,8.79,7.43,7.42,7.45,6,6.79,11,10.5,8.92,10,8.61,9.24,7.33
1/10/2009,Chicago,98,Oklahoma City,109,8.5,9.91,11.07,13.15,9.49,8.5,7.22,10.9,8.5,18.56,6,4.77,11.5,9.02
1/10/2009,Houston,96,New York,76,6,9.19,8.46,8.59,8.31,6.5,8.35,10.6,8.5,19.85,7,3.57,9.98,6.88
1/10/2009,Minnesota,106,Milwaukee,104,2,-0.39,-2.83,-2.76,-3,1,-0.35,2.3,-2,-0.69,1,3.7,-4.02,-0.02
1/10/2009,Portland,113,Golden State,100,13,9.24,11.59,11.94,11.25,14,7.54,9.8,11.5,10.96,9,15.57,7.22,9.95
1/10/2009,Utah,99,Detroit,82,9,4.25,3.41,1.52,5.21,9.5,3.82,5.8,8,2.4,7,2.87,2.76,6.94
1/10/2009,Washington,89,Charlotte,92,3.5,1.83,0.33,-0.03,0.6,3,1.89,4.5,2,-2.34,1,4.89,0.85,2.22
1/11/2009,Atlanta,94,Philadelphia,109,6,5.55,7.02,7.86,6.23,7,5.36,5.8,6.5,3.72,4,8.44,6.95,5.57
1/11/2009,Golden State,120,Indiana,117,-1.5,0.75,-0.5,-0.18,-0.83,-1.5,-0.42,3.7,0.01,-5.63,0.01,-0.31,0.68,0.65
1/11/2009,LA Clippers,103,Phoenix,109,-9,-5.08,-5.78,-6.22,-5.37,-9.5,-4.46,-0.9,-7,-3.15,-9,-6.93,-5.26,-4.72
1/11/2009,LA Lakers,108,Miami,105,10.5,10.2,10.97,10.75,11.24,11,7.42,12.3,10.5,16.13,9,8.5,15.49,9.81
1/11/2009,Sacramento,102,Dallas,95,-3,-4.78,-6.12,-6.02,-6.36,-3.5,1.35,-3.1,-5,-10.05,-5,-4.63,-3.55,-4.85
1/11/2009,San Antonio,98,Orlando,105,3,0.86,-0.93,-0.22,-1.59,3,-1.92,1.8,-2,4.88,-3,0.34,0.26,-1.07
1/11/2009,Toronto,88,Boston,94,.,-3.16,-5.19,-4.43,-6.2,.,-3.97,-0.8,-1,-13.34,-2,-0.72,-5.1,-4.65
1/12/2009,Boston,115,Toronto,109,9.5,9.98,11.39,10.8,12.18,11.5,9.96,11,11,19.34,8,5.52,11.1,12.35
1/12/2009,Chicago,95,Portland,109,-2.5,0.03,-2.62,-2.23,-3.03,-2,0.38,-0.1,-2.5,3.02,-4,-3.67,3.21,-2.55
1/12/2009,New Jersey,103,Oklahoma City,99,6.5,8.4,9.49,11.5,7.77,7.5,7.21,9.2,6,13.05,6,5.12,11.35,6.79
1/12/2009,New orleans,95,New York,101,11.5,11.11,10.65,11.06,10.27,12,10.02,13,11.5,12.2,11,16.26,10.26,10.37
1/12/2009,Utah,120,Indiana,113,10.5,8.3,7.21,7.4,7.1,10,7.93,10.1,9.5,-1.12,11,10.62,6.72,9.67
1/12/2009,Washington,91,Milwaukee,97,-3,-0.61,-3.41,-3.45,-3.55,-3,-0.89,1.2,-1.5,4.24,-3,0.07,-2.54,-3.09
1/13/2009,Denver,99,Dallas,97,6,5.24,5.76,5.63,5.89,5,4.96,7.2,7.5,-0.64,8,8.62,3.8,6.4
1/13/2009,Detroit,78,Charlotte,80,7,8.39,7.41,8.95,5.98,7.5,7.69,10.1,7.5,4.74,6,10.44,10.71,6.13
1/13/2009,Houston,100,LA Lakers,105,-4,0.81,-2.09,-2.56,-1.68,-4,0.48,1.9,4,3.45,0.01,-2.97,-1.99,0.17
1/13/2009,Memphis,87,Cleveland,102,-8.5,-11.66,-12.2,-10.84,-14.51,-9,-10.68,-9.3,-12,-15.53,-15,-8.94,-10.47,-12.62
1/13/2009,Minnesota,96,Miami,99,-1,-0.67,-2.02,-2.87,-1.21,0,-1.21,2.4,-1,-3.32,3,3.48,-2.74,0.39
1/13/2009,Phoenix,107,Atlanta,102,7.5,5.35,2.73,2.79,2.67,6.5,3.19,6,6,2.9,7,8.28,2.26,3.6
1/13/2009,Sacramento,107,Orlando,139,-7.5,-8.72,-10.88,-10.25,-11.7,-10,-3.68,-8.3,-13,-3.66,-16,-11.63,-7.2,-10.71
1/14/2009,Boston,118,New Jersey,86,10,11.55,12.42,10.89,14.19,10.5,10.67,13.9,15,19.79,13,7.19,10.99,12.51
1/14/2009,Dallas,97,New orleans,104,-4.5,1.09,-0.1,-0.21,-0.01,-3,-0.18,1.3,-0.5,9.33,-3,-3.23,-0.53,0.51
1/14/2009,Golden State,133,Sacramento,135,5,6.03,5.29,4.3,6.53,5,0.15,9.3,9,4.37,8,4.09,4.62,7.92
1/14/2009,Indiana,110,Detroit,106,1,0.9,-0.08,-2.07,1.8,-1.5,-0.05,2,4,6.52,2,2.18,-0.96,3.45
1/14/2009,LA Clippers,80,Atlanta,97,-4,-3.64,-6.18,-6.58,-5.79,-5,-4.08,-0.1,-5,-3.25,-5,-9.93,-6,-2.64
1/14/2009,Milwaukee,99,Miami,102,6,3.22,3.05,1.73,4.39,5.5,1.89,5.2,5,0.37,5,4,4.28,6.33
1/14/2009,New York,128,Washington,122,4.5,5.04,6.51,7.76,5.48,5,4.23,7.8,6.5,1.12,5,1.11,7.78,6.08
1/14/2009,Oklahoma City,114,Utah,93,-5,-7.78,-8.42,-9.19,-8.1,-7,-6.17,-5.2,-8,-9.09,-10,-8.68,-7.11,-6.22
1/14/2009,Philadelphia,100,Portland,79,-2,1.53,-1.7,-2.08,-1.33,-1,2.85,3.9,3,2.06,3,0.26,0.81,0.36
1/14/2009,San Antonio,112,LA Lakers,111,2.5,0.29,-2.82,-2.94,-2.81,1.5,-1.86,1.1,2,-2.38,2,-0.75,-4.33,-0.63
1/14/2009,Toronto,98,Chicago,102,4.5,5.23,3.98,3.24,4.74,4,4.93,8.8,10,-2.06,11,9.03,2.74,5.94
1/15/2009,Chicago,102,Cleveland,93,-7.5,-8.77,-8.3,-6.61,-10.88,-8.5,-7.72,-6,-9.5,-17.54,-13,-10.94,-3.97,-12.14
1/15/2009,Denver,119,Phoenix,113,1.5,3.67,4.63,4.28,4.97,2,2.75,6.3,5.5,3.17,2,3.45,3.49,4.57
1/15/2009,New Jersey,99,Portland,105,-2,-0.44,-2.99,-2.18,-3.93,-2,0.93,-0.5,-2.5,-3.79,-3,0.51,3.06,-1.11
1/16/2009,Cleveland,92,New orleans,78,3,8.35,7.38,5.74,9.91,6.5,7.48,7.7,10,15.07,8,5.09,5.94,7.91
1/16/2009,Golden State,119,Atlanta,114,-1,-1.26,-4.64,-5.32,-3.99,-1.5,-3.55,0.6,-1.5,2.03,-3,-3.7,-2.98,-3
1/16/2009,Indiana,111,Toronto,104,4.5,1.69,2.56,2.16,2.94,4.5,2.52,3.9,3.5,1.89,1,0.26,1.15,2.68
1/16/2009,LA Lakers,103,Orlando,109,4.5,2.21,3.62,4.16,3.15,4.5,2.06,4.3,0.5,1.07,-3,1.39,7.59,1.81
1/16/2009,Memphis,91,Utah,101,-4.5,-6.39,-5.1,-4.44,-5.78,-5,-5.51,-3.8,-6,-13.55,-8,-6.53,-5.11,-5.19
1/16/2009,Oklahoma City,89,Detroit,79,-4,-3.6,-5.97,-8.19,-4.18,-4,-3.39,-2.2,-2,-2.42,0.01,-4.46,-7.35,-1.78
1/16/2009,Philadelphia,109,San Antonio,87,-2.5,0.61,0.13,-1.01,1.21,-3.5,3.41,4.2,4.5,-1.03,3,0.09,-0.81,2.04
1/16/2009,Phoenix,103,Minnesota,105,8,10.16,10.09,11.31,8.97,8.5,8.41,9.8,10,10.15,7,9.97,13.3,6.85
1/16/2009,Sacramento,122,Milwaukee,129,0,-2.52,-4.26,-2.45,-6.42,-2.5,1.7,-1.1,-7.5,-1.83,-6,-3.99,-0.58,-5.39
1/16/2009,Washington,96,New York,89,3.5,0.96,-0.91,-2.4,0.26,1.5,1.46,2.2,0.5,1.49,1,4.15,-1.78,0.26
1/17/2009,Charlotte,102,Portland,97,-2.5,-1.03,-3.37,-3.89,-2.86,-2.5,-0.07,0.2,0.5,-5.51,1,0.94,-2.65,-1.5
1/17/2009,Chicago,87,San Antonio,92,-3.5,-1.47,-0.58,-0.83,-0.42,-3,0.98,0.5,0.01,-6.7,-3,-7.05,1.59,-0.25
1/17/2009,Dallas,115,Utah,108,5,0.32,1.68,2.28,1.08,3,-0.21,2.6,0.5,-6.95,-3,-1.33,1.89,2.17
1/17/2009,Denver,88,Orlando,106,1,-0.88,-0.45,-0.07,-0.78,0,-1.05,-0.2,-2.5,-3.45,-6,-1.61,0.15,-0.03
1/17/2009,Detroit,85,New orleans,91,-2.5,0.43,-0.68,-0.29,-1.08,0,0.81,1.3,-0.5,-0.06,-2,-3.54,0.82,-0.31
1/17/2009,Houston,93,Miami,86,3.5,6.32,5.29,4.57,6,4,4.71,7.8,6.5,10.31,5,2.16,10.5,5.85
1/17/2009,LA Clippers,101,Milwaukee,92,-3,-2.84,-4.5,-3.71,-5.28,-3,-2.45,0,-6,-5.7,-7,-4.44,-1.98,-3.36
1/17/2009,New Jersey,85,Boston,105,-6.5,-5.74,-7.37,-5.77,-9.27,-7,-5.86,-5.1,-8,-7.06,-11,-5.18,-4.99,-7.95
1/17/2009,New York,97,Philadelphia,107,-2,-0.3,-0.22,0.29,-0.72,-1,-1.79,0.7,-0.5,-1.6,-6,1.52,2.17,-0.05
1/18/2009,Oklahoma City,94,Miami,104,1,-1.42,-4.94,-6.67,-3.54,-2,-2.39,-0.3,-1.5,-0.49,0.01,2.51,-1.75,-0.1
1/18/2009,Toronto,113,Phoenix,117,-3.5,0.88,-0.12,-1.08,0.81,-2.5,0.09,3.9,2.5,1.51,1,-0.25,1.93,0.99
1/19/2009,Atlanta,87,Toronto,84,7,4.28,6.72,7.48,5.99,5.5,5.85,6.6,5.5,0.23,2,4.5,4.81,7.61
1/19/2009,Boston,104,Phoenix,87,8.5,8.1,8.93,7.6,10.46,8,8.26,10.9,12,7.61,10,7.16,10.03,11.23
1/19/2009,Charlotte,84,San Antonio,86,-5,-2.15,-2,-3.04,-1.05,-3.5,0.24,0.3,1,-5.47,-1,0.37,-4.27,-0.48
1/19/2009,Golden State,119,Washington,98,4.5,4.65,4.27,5.24,3.59,5,3.06,6.2,3,6.61,3,2.13,6.58,3.73
1/19/2009,Houston,115,Denver,113,3,3.74,2.06,1.48,2.58,2.5,4,5.9,5.5,5.22,4,-0.04,5.45,3.59
1/19/2009,LA Clippers,86,Minnesota,94,-6.5,0.17,0.83,1.28,0.4,-3.5,0.92,2.8,-2,-3.99,-6,-6.96,5.04,0.17
1/19/2009,LA Lakers,105,Cleveland,88,5,0.47,1.42,2.88,-0.86,4,-0.08,3.5,2,-4.45,0.01,3.09,4.77,-0.77
1/19/2009,Memphis,79,Detroit,87,-4,-3.79,-3.51,-4.11,-2.92,-3.5,-3.25,-2,-2.5,-5.29,-3,-2.34,-5.35,-1.97
1/19/2009,New York,102,Chicago,98,2.5,1.93,1.35,0.84,1.88,2.5,1.63,5,5.5,4.07,4,1.07,-0.23,2.68
1/19/2009,New orleans,103,Indiana,100,7,8.24,8.73,10.02,7.53,9,7.24,11.2,9,5.67,8,6.54,9.14,7.93
1/19/2009,Philadelphia,93,Dallas,95,.,4.58,2.5,1.83,3.17,.,4.58,7.4,9,4.95,11,9.03,0.1,4.85
1/19/2009,Portland,102,Milwaukee,85,6,5.88,6.32,7.4,5.24,6.5,3.64,7.9,7,9.78,4,4.98,5.26,4.67
1/20/2009,Chicago,102,Atlanta,105,4.5,1.59,-0.96,-0.86,-1.07,2,-0.91,1.9,1,-1.14,0.01,4.01,1.45,-0.13
1/20/2009,Denver,118,Sacramento,99,9,11.58,13.82,13.5,14.41,10,6.55,13.8,14.5,13.44,13,8.2,10.35,11.08
1/20/2009,San Antonio,99,Indiana,81,7.5,8.03,6.99,8.9,5.24,7.5,4.34,8.7,5.5,6.9,7,10.74,6.52,7.24
1/20/2009,Utah,112,Minnesota,107,8.5,10.74,9.16,8.95,9.4,9.5,8.73,9.9,10,15.42,5,12.51,14.1,9.91
1/21/2009,Charlotte,101,Memphis,86,6,7.15,6.73,6.49,6.97,6.5,6.1,9.5,8.5,7.11,9,10.08,3.64,7.32
1/21/2009,Detroit,95,Toronto,76,5.5,4.51,4.92,6.3,3.57,7,4.93,6.3,3.5,1.5,1,5.06,5.11,3.81
1/21/2009,Golden State,121,Oklahoma City,122,6.5,5.95,6.23,6.99,5.75,5.5,4.14,7.5,5,6.18,4,7.9,7.07,4.96
1/21/2009,Houston,108,Utah,99,5,3.8,4.18,4.75,3.61,2.5,3.06,5.4,4.5,0.12,3,4.81,5.14,5.27
1/21/2009,LA Clippers,97,LA Lakers,108,-16,-10.1,-11.84,-12.1,-11.6,-16,-7.9,-7,-9,-15.83,-12,-14.5,-13.19,-12.78
1/21/2009,Miami,83,Boston,98,-5.5,-3.69,-4.51,-3.23,-6.03,-5.5,-3.58,-1.8,-3,-6.53,-6,-4.16,-8.59,-4.06
1/21/2009,Milwaukee,133,Dallas,99,-2,0.82,1.4,0.23,2.56,0,1.65,3.3,3.5,2.24,2,-1.13,0.03,2.83
1/21/2009,New York,114,Phoenix,109,-6,-1.61,-1.72,-2.17,-1.29,-5,-1.73,1.7,0.5,-4.33,-1,-1.42,-1.04,-0.79
1/21/2009,New orleans,102,New Jersey,92,4.5,9.5,10.16,9.89,10.64,7,8.49,13.6,13.5,8.52,13,7.01,7.18,10.35
1/21/2009,Portland,98,Cleveland,104,1,-3.59,-2.08,-0.85,-4.12,-1,-4.02,0.1,0.5,-7.8,-3,-5.8,-4.18,-3.35
1/21/2009,Sacramento,107,Washington,110,2.5,2.2,2.23,4.04,0.4,3.5,5.49,3.2,-2.5,1.57,1,1.33,4.96,1.64
1/22/2009,LA Lakers,117,Washington,97,14,14.9,17,18.12,16.05,16,13.11,16.2,15,16.53,16,13.48,19.75,15.65
1/22/2009,Orlando,80,Boston,90,5,3.96,2.7,3.54,1.64,5,1.92,5.9,8,5.01,4,3.03,-0.69,4.98
1/23/2009,Atlanta,117,Milwaukee,87,5.5,4.96,5.15,6.56,3.76,4,5.28,6,6,4.18,1,7.42,7.37,3.68
1/23/2009,Charlotte,98,Phoenix,76,-4,-1.35,-0.84,-1.45,-0.25,-3,-0.44,2,0.01,-4.17,0.01,-0.18,-3.77,0.68
1/23/2009,Chicago,94,Toronto,114,2,2.42,2.96,3.79,2.14,3,2.49,3.4,1.5,-3.91,1,4.16,2.85,2.34
1/23/2009,Detroit,91,Dallas,112,3.5,4.42,2.88,2.95,2.8,4,4.48,5.9,3.5,4.69,7,5.77,3.95,3.55
1/23/2009,Golden State,105,Cleveland,106,-6,-8.11,-10.78,-10.33,-11.93,-7.5,-8.26,-5.9,-6,-14.37,-7,-5.86,-8.96,-9.79
1/23/2009,Indiana,107,Houston,102,0,-1.37,-1.87,-2.8,-0.97,0,-1.69,0.8,0.5,-1.99,-2,1.09,-1.45,-0.96
1/23/2009,LA Clippers,107,Oklahoma City,104,-3,0.78,3.37,4.15,2.75,-2,2.28,4.4,0.01,-2.73,-2,-6.13,3.16,1.93
1/23/2009,Minnesota,116,New orleans,108,0,-3.24,-5.7,-6.86,-4.65,-2,-3.22,-1.9,-4,-4.22,0.01,2.11,-6.01,-2.73
1/23/2009,New York,108,Memphis,88,5.5,7.56,7,7.16,6.85,6.5,6.07,9.6,9,6.95,8,10.16,7.14,7.18
1/23/2009,San Antonio,94,New Jersey,91,11.5,9.62,8.61,8.65,8.76,11.5,6.22,11.6,12,9.75,13,10.91,4.74,9.06
1/24/2009,Memphis,88,New Jersey,99,-1,-0.8,-0.9,-1.5,-0.21,-1,-0.47,1.4,0.01,-2.83,0.01,1.17,-4.49,1.16
1/24/2009,Miami,103,Orlando,97,-7.5,-4.5,-4.26,-3.73,-4.78,-6.5,-2.74,-2.5,-5.5,-8.54,-8,-8.43,-4,-4.49
1/24/2009,Milwaukee,106,Sacramento,104,7,8.86,10.6,9.25,12.09,9,4.91,11.4,12,7.83,11,12.16,7.5,9.14
1/24/2009,Philadelphia,116,New York,110,7.5,7.34,5.98,5.29,6.7,8,7.54,9.2,8.5,7.6,10,9.38,4.34,8.82
1/24/2009,Portland,100,Washington,87,10,10.48,12.58,13.35,11.96,11,8.4,12,11,13.18,11,8.77,12.84,10.81
1/24/2009,Utah,97,Cleveland,102,3,-1.84,-4.25,-3.76,-5.23,1,-2.01,-0.1,0.5,-3.87,-2,-2.62,-0.05,-2.14
1/25/2009,Atlanta,99,Phoenix,104,4,2.89,4.84,4.48,5.2,3.5,4.55,6.2,6,-1.26,5,0.81,3.77,5.21
1/25/2009,Boston,124,Dallas,100,9,10.57,10.53,9.4,11.84,10,10.71,12.3,16,12.29,17,11.59,9.61,11.36
1/25/2009,Denver,117,Utah,97,7.5,3.05,5.23,6.14,4.32,6,2.7,5.1,3,-2.1,2,4.2,0.94,5.52
1/25/2009,Detroit,105,Houston,108,2.5,1.05,0.34,0.96,-0.28,2,0.9,2.1,0.5,-2.38,0.01,-0.11,3.24,0.26
1/25/2009,Golden State,107,LA Clippers,92,10,7.16,5.4,4.6,6.12,8.5,4.82,7.4,7,11.91,9,10.12,6.39,6.2
1/25/2009,Indiana,98,Charlotte,93,5,3.61,3.66,3.28,4.03,3,3.37,5.5,2.5,7.57,1,1.05,6.11,3.23
1/25/2009,LA Lakers,99,San Antonio,85,7,6.35,8.25,7.42,8.99,6.5,8.09,9,9,6.39,7,3.81,10.15,7.77
1/25/2009,Minnesota,109,Chicago,108,4.5,2.99,1.41,0.78,2.04,5.5,3.14,6.8,4,4.25,10,7.36,-0.32,3.89
1/25/2009,Toronto,113,Sacramento,97,9,9.87,9.27,8.2,10.39,9.5,4.36,11.9,12.5,11.78,11,11.97,8.44,11.12
1/26/2009,LA Clippers,88,Portland,113,-10.5,-5.49,-7.39,-7.27,-7.52,-9.5,-3.43,-3.1,-6.5,-12.48,-7,-4.87,-7.17,-7.95
1/26/2009,Miami,95,Atlanta,79,3.5,2.91,1.32,1.83,0.81,3.5,1.93,4.6,3.5,2.34,4,2.12,-1.08,3.49
1/26/2009,Milwaukee,83,Minnesota,90,4,4.74,6.81,6.32,7.31,2.5,4.49,6,5,4.71,1,-0.04,5.53,7.38
1/26/2009,New York,104,Houston,98,-2.5,-1.69,-2.55,-2.67,-2.45,-2.5,-2.38,0,1,-6.72,0.01,0.76,-2.44,-0.16
1/26/2009,New orleans,101,Philadelphia,86,3,5.08,6.59,7.58,5.64,2,4.16,7,5,5.8,0.01,0.95,9.19,4.56
1/26/2009,Oklahoma City,94,New Jersey,85,1.5,0.77,-1.75,-3.47,-0.15,2.5,0.49,2.9,2.5,0.04,4,5.51,-5.35,1.24
1/26/2009,Washington,87,Phoenix,103,-4,-3.76,-4.36,-5.83,-3.05,-4.5,-3.03,-0.7,-2,-5.84,-4,-4.23,-6.16,-0.79
1/27/2009,Cleveland,117,Sacramento,110,13.5,18.53,20.09,18.84,21.8,14.5,13.21,19.6,21.5,25.41,18,17.07,16.96,19.54
1/27/2009,LA Lakers,110,Charlotte,117,11,11.8,13.32,14,12.7,12,10.9,13.4,10.5,14.86,10,9.58,17.3,10.97
1/27/2009,Memphis,85,Denver,100,-6,-7.58,-8,-8.17,-7.84,-7,-6.39,-5.4,-7.5,-8.45,-10,-10.52,-6.94,-7.12
1/27/2009,Orlando,135,Indiana,111,9,12.06,11.7,12.11,11.32,10,10.19,13.4,16,12.22,15,12.5,9.95,11.69
1/27/2009,Utah,100,San Antonio,106,1,2.99,1.97,0.41,3.4,2.5,4.49,4.2,5,6.97,2,0.12,5.06,3.09
1/28/2009,Boston,119,Sacramento,100,17,18.3,19.49,18.53,20.7,16.5,14.31,20.3,23.5,18.84,23,20.8,17.92,20.86
1/28/2009,Dallas,117,Golden State,93,6.5,6.95,8.54,9.85,7.35,7.5,5.92,8.8,6,7.02,3,6.87,9.02,6.27
1/28/2009,Houston,93,Philadelphia,95,5.5,4.58,5.64,6.13,5.16,5,4.23,6,4,-1.11,0.01,4.02,8.16,4.65
1/28/2009,Indiana,107,Milwaukee,99,6,3.53,2.11,2.35,1.88,5,2.65,5,6,5.53,3,5.86,2.96,0.2
1/28/2009,LA Clippers,75,Chicago,95,-3,-1.53,-1.84,-1.86,-1.83,-2.5,-0.47,2.1,-2,-1.3,-3,-2.24,-3.27,-1
1/28/2009,Miami,93,Washington,71,8.5,10.15,10.48,11.8,9.29,9,9.88,11.1,11,8.25,13,11.74,9.91,9.69
1/28/2009,Minnesota,89,Detroit,98,-1,0.59,-0.37,-1.03,0.29,1,0.07,4.1,3,1.94,6,4.4,-3.49,2.04
